Id,Sentiment,Pasangan Calon,Text Tweet,content_processed
580,positive,Ahok-Djarot,#gue2 #kami2 #ahokdjarot #tetapahokdjarot #suarakankebenaran #weedbegoodtogether #katakitaig https://www.instagram.com/p/BS3mqF8lxNP/,ahokdjarot tetapahokdjarot suarakankebenaran weedbegoodtogether katakitaig instagram p
581,positive,Ahok-Djarot,"karena #AhokDjarot  <Victory Hand> <Victory Hand>  terbukti berkinerja bagus, bersih, anti korupsi & memperjuangkan keadilan",ahokdjarot victory hand victory hand bukti kerja bersih anti korupsi juang adil
582,positive,Ahok-Djarot,Marilah Kemari (@ahokdjarot  <Victory Hand> <Victory Hand>  disini) cover by Citra & Alain #ahokdjarot #basukidjarot @temanAhok @AhokShow,mari kemari ahokdjarot victory hand victory hand cover by citra alain ahokdjarot basukidjarot temanahok ahokshow
583,positive,Ahok-Djarot,SAYA 2 <Victory Hand> #AHOKDJAROT #BA2JA (at Toba Dream),victory hand ahokdjarot at toba dream
584,positive,Ahok-Djarot,Ahok-Djarot  <Victory Hand> <Victory Hand>  Meroket. #ahok #djarot #ahokdjarot #pilkada #election #pilkadadki2017 #gubernur… https://www.instagram.com/p/BS3diVJBTna/,ahok djarot victory hand victory hand roket ahok djarot ahokdjarot pilkada election gubernur instagram p
585,positive,Ahok-Djarot,INI! #Ahok #AhokDjarot,ahok ahokdjarot
586,positive,Ahok-Djarot,"Walaupun banyak cobaan yang menimpa pak ahok, mundur 1 langkah maju 1000 langkah untuk menjadikan jakarta lebih maju lagi <Trophy> #ahokdjarot",timpa ahok mundur langkah maju langkah jakarta maju trophy ahokdjarot
587,positive,Ahok-Djarot,#AhokDjarot <Victory Hand> <Victory Hand> ,ahokdjarot victory hand victory hand
588,positive,Ahok-Djarot,jakarta tidak butuh gubernur yang pandai bermain kata2.. jakarta butuh gubernur yang bekerja nyata <Victory Hand> <Victory Hand>  #AhokDjarot,jakarta butuh gubernur pandai main jakarta butuh gubernur kerja nyata victory hand victory hand ahokdjarot
589,positive,Ahok-Djarot,Siaran langsung pak Ahok  <grining face with smile eye>  #ahok #ahokdjarot https://www.instagram.com/p/BS3YHWsgAk7/,siar ahok grining face with smile eye ahok ahokdjarot instagram p
590,positive,Ahok-Djarot,Ahok di Net Ahok di ini talkshow #AhokDjarot #JakartaPunyaSemua #temenahok #ahokdjarotmenang #JakartaKece,ahok net ahok talkshow ahokdjarot jakartapunyasemua temenahok ahokdjarotmenang jakartakece
591,positive,Ahok-Djarot,"benar deh ,ikhlas kok #ahokdjarot tidak jadi gubernur beliau sudah tujukkan cara berdemokrasi, dan jadi sosok pemimpin yang berintregitas",ikhlas ahokdjarot gubernur tujukkan demokrasi sosok pimpin berintregitas
592,positive,Ahok-Djarot,"Kata babe pilih nomor 2 <Victory Hand> <Victory Hand> <Victory Hand> #ahokdjarot basukibtp @Kebagusan,pala Soang https://www.instagram.com/p/BS3SLRFgFVb/",babe pilih nomor victory hand victory hand victory hand ahokdjarot basukibtp kepala soang instagram p
593,positive,Ahok-Djarot,"#AhokDjarot hasil kerja nyata,hasil kerja sudah banyak yang terselesaikan, gak pakai janji2 lagi,tinggal meneruskan yang lain  <Victory Hand> <FOLDED HANDS> <Fire>",ahokdjarot kerja nyata kerja selesai enggak tinggal victory hand folded hands fire
594,positive,Ahok-Djarot,Menjadi cerdas dan berpikir jernih #AhokDjarot #Putaran2Menang,cerdas pikir jernih ahokdjarot
595,positive,Ahok-Djarot,#KawalC6CoblosNo2 kawal #AhokDjarot #Putaran2Menang <Victory Hand> <Victory Hand>,kawal ahokdjarot victory hand victory hand
596,positive,Ahok-Djarot,Cuma ahok jarot yang bisa membereskan jakarta karena tahu apa yang dilakukan <FOLDED HANDS> <FOLDED HANDS> .Bukan calon yang cuma ngayal sama jualan kipas.,ahok jarot beres jakarta laku folded hands folded hands calon mengkhayal jual kipas
597,positive,Ahok-Djarot,Begini Program Ahok-Djarot <Victory Hand> <Victory Hand> Ajak Warga Bekerja Baca selengkapnya #Ahok #Ahokdjarot,program ahok djarot victory hand victory hand ajak warga kerja baca lengkap ahok ahokdjarot
598,positive,Ahok-Djarot,#JakartaBersuriah ala ustad cang haris.. pilih #AhokDjarot <Victory Hand> jangan lupa No. 2 pilih yang islami asli berakhlaq dan sudah haji.. Haji Djarot,jakartabersuriah ustad cang haris pilih ahokdjarot victory hand lupa no pilih islami asli berakhlaq haji haji djarot
599,positive,Ahok-Djarot,Di hari2 terakhir ini saya usul team pak @basuki_btp bergerak di #JAKARTATIMUR #AhokDjarot #Kami2 untuk sosialisasi ProgramKerja  <FOLDED HANDS> <FOLDED HANDS>,usul team basuki btp gerak jakartatimur ahokdjarot sosialisasi programkerja folded hands folded hands
600,positive,Ahok-Djarot,<lovered> Nama yang Indah <lovered> Nama masjid baru pemkot Jakarta MASJID RAYA KH HASYIM ASHARI. @nu_online @NahdlatulOelama #AhokDjarot,lovered nama indah lovered nama masjid pemkot jakarta masjid raya kah hasyim ashari nu online nahdlatuloelama ahokdjarot
601,negative,Anies-Sandi,Lebih baik jadi dosen yang dibanggakan dari pada berharap jadi Gubernur dengan cara yang membohongi rakyat dan diri sendiri. #pilkadadki2017,dosen bangga harap gubernur bohong rakyat
602,negative,Anies-Sandi,Kalau saya sih malu ngakunya juga @aniesbaswedan ...,malu ngakunya aniesbaswedan
603,negative,Anies-Sandi,Kenapa pak @prabowo Berterimakasi pada #FPI setelah @aniesbaswedan @sandiuno Memenangkan #PilkadaDki2017 pengamat politik mana pengamat.,prabowo berterimakasi fpi aniesbaswedan sandiuno menang politik
604,negative,Anies-Sandi,"Daftar rumah baru di jakarta yang DP nya 0-Rp Kalau gak terealisasi, kau tanggung janji kau di akhirat nanti,,, #pilkadaDKI2017 #pathdaily",daftar rumah jakarta dp rp enggak realisasi tanggung janji akhirat pathdaily
605,negative,Anies-Sandi,"Kalian dijanjikan ini itu sama calon gubenur baru. jangan lupa tagih janjinya, Jakarta butuh kerja nyata bukan sekedar janji #pilkada",janji calon gubenur lupa tagih janji jakarta butuh kerja nyata janji pilkada
606,negative,Anies-Sandi,"Bagi yang precariat kayak aku ini, dp rumah 0% lumayan membantu. Jadi pasti aku tagih! #pilkadadki2017",precariat dp rumah lumayan bantu tagih
607,negative,Anies-Sandi,Harus menerima hasil ini dengan lapang dada. #PilkadaDKI2017,terima lapang dada
608,negative,Anies-Sandi,Sedih... Tetap Optimis ya Jakartaku #pilkadaDKI2017,sedih optimis jakartaku
609,negative,Anies-Sandi,Kalo gitu aku mau tagih program DP 0% dari Anies-Sandi #PilkadaDKI #pilkadadki2017,tagih program dp anies sandi pilkadadki
610,negative,Anies-Sandi,"Sabtu kerja&ngobrol tentang #pilkadaDKI,ternyata ketua RW di komplek rumah teman saya super maksa warga pilih Anies demi janji 3 Milyar",kerja mengobrol pilkadadki nyata ketua rw komplek rumah teman super maksa warga pilih anies janji milyar
611,negative,Anies-Sandi,Takut kalah jadi buruan bagi-bagi sembako. Kayanya lebih cocok jadi pegawai bulog kaleee. Colek @kpu_dki @KPU_RI @jokowi #PilkadaDKI2017,takut kalah buru sembako cocok pegawai bulog colek kpu dki kpu ri jokowi
612,negative,Anies-Sandi,Jenazah ditolak.  Abis solat diusir. Yang dagang di usir. Agama jadi jualannya politik. Mantavvv jiwa Cara lu..  #pilkadadki2017 #pilkada,jenazah tolak habis solat usir dagang usir agama jual politik mantavvv jiwa lu pilkada
613,negative,Anies-Sandi,"Tapi lawan Ahok sekarang jelas tidak lebih baik, malah lebih buruk. Track record kurang, komitmen memberantas korupsi nihil. #PilkadaDKI2017",lawan ahok buruk track record komitmen berantas korupsi nihil
614,negative,Anies-Sandi,"Mungkin maksud Anies, prostitusi dan perjudian di Kalijodo harus tertata rapih -> http://megapolitan.kompas.com/read/2017/04/15/19414861/ani",maksud anies prostitusi judi kalijodo tata rapi megapolitan kompas read ani
615,negative,Anies-Sandi,"Ih serem, terus nanti bilangnya di pitenah...#Gue2 #BaDjaUntukJakarta #pilkadadki2017",ih rem pitenah badjauntukjakarta
616,negative,Anies-Sandi,"Pak @aniesbaswedan sekarang kan lagi masa tenang, kok team sukses bapak masih kerja ya? Bagi2 bunga segala lagi #pilkadadki2017",aniesbaswedan tenang team sukses bapak kerja bunga
617,negative,Anies-Sandi,"Terlalu tidak bisa diaplikasikan, program2 paslon 3. Bahkan cenderung tidak bisa nyambung dalam bahasa teknisnya. Sangat prihatin",paslon cenderung menyambung bahasa teknis prihatin
618,negative,Anies-Sandi,semoga Allah SWT memberikan rahmat bagi yang mendzolimi sesama. #prihatin #pilkadadki2017,moga allah swt rahmat mendzolimi prihatin
619,negative,Anies-Sandi,"Anis persis kayak orang jualan sabun wangi dipasar, kalau ngomong pinter tapi tidak pernah mandi"" #pilkadadki2017",anis persis jual sabun wangi pasar mengomong pintar mandi
620,negative,Anies-Sandi,"Jika nanti punya pemimpin yang ingkar, jangan heran, karena pada tuhan pun manusia itu seringkali ingkar!! #pilkadadki2017",pimpin ingkar heran tuhan manusia seringkali ingkar
621,negative,Anies-Sandi,Fasisme musuh demokrasi. @aniesbaswedan merangkul dua sekaligus: Islamisme & orang2 Orde Baru. #PilkadaDKI2017 #DebatFinalPilgubDKI,fasisme musuh demokrasi aniesbaswedan rangkul islamisme orde debatfinalpilgubdki
622,negative,Anies-Sandi,Bapak @basuki_btp Pemenang PILKADA 2017 @AhokDjarot BangunDki @AniesBaswedanID jangan STRES  kalau GATOT(gagal total)#pilkadadki2017,bapak basuki btp menang pilkada ahokdjarot bangundki aniesbaswedanid stres gatot gagal
623,negative,Anies-Sandi,"Lagi2 bicaramu ngawur tanpa fakta, jangan asal ngomong @aniesbaswedan @sandiuno @basuki_btp @RoryAsyari #pilkadadki2017 #debatpilkadadki",bicara ngawur fakta mengomong aniesbaswedan sandiuno basuki btp roryasyari debatpilkadadki
624,negative,Anies-Sandi,Pilkada telah ditutup dengan Debat (kusir) yang kusut kualitasnya. Debat terparah. #debatfinalpilkadadki #pilkadadki2017 #AhokDjarotDiRosi,pilkada tutup debat kusir kusut kualitas debat parah debatfinalpilkadadki ahokdjarotdirosi
625,negative,Anies-Sandi,"Baru kali ini kau terlihat arogan pak Anies, saya menjadi tidak yakin untuk memilihmu #pilkadadki2017",lihat arogan anies pilih
626,negative,Anies-Sandi,"Setelah KO di beberapa Polling, kini mereka goreng soal KPUD tidak netral, kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce",polling goreng kpud netral kamvreetttt debatfinalpilkadadki okeoce
627,negative,Anies-Sandi,"program asal ngomong begini jadinya, pemotongan warga #pilkadadki2017 #pilkadadkijakarta2017 #asalngomomg",program mengomong potong warga asalngomomg
628,negative,Anies-Sandi,"Waaaah ternyata dia sudah sadar, kalo selama ini salah pilih #BasukiDjarot @ahok_btp @AhokDjarot #pilkadadkijakarta2017 #PILKADADKI2017",waaaah nyata sadar salah pilih basukidjarot ahok btp ahokdjarot
629,negative,Anies-Sandi,Belajar mulai dari yang sederhana: Kursi dipakai untuk duduk. Tapi sejak kapan meja jadi tempat duduk? Pantas aja jadi Mendikbud dipecat!,sajar sederhana kursi duduk meja duduk mendikbud pecat
630,negative,Anies-Sandi,"Lho, Lagu Anies-Sandi Menjiplak Nyanyian Yahudi? http://m.jpnn.com/news/lho-lagu-anies-sandi-menjiplak-nyanyian-yahudi  #HashemMelech",lho lagu anies sandi jiplak nyanyi yahudi jpnn cosama news lho lagu anies sandi jiplak nyanyi yahudi hashesamasamaelech
631,negative,Anies-Sandi,Didiklah orang muda dengan akhlak dan integritas. Bukan ambisi kotor dan fitnah. Jangan omong doang. #pilkadadki2017,didik muda akhlak integritas ambisi kotor fitnah omong
632,negative,Anies-Sandi,#PilkadaDKI2017 Anies Dipolisikan karena Sebut #Ahok-Djarot Gusur 300 Titik di DKI http://detik.id/6Lraph,anies polisi ahok djarot gusur titik dki detik id
633,negative,Anies-Sandi,Siapa menebar FITNAH dia akan menuai KALAH #pilkadadki2017,tebar fitnah tuai kalah
634,negative,Anies-Sandi,Pemimpin yang Tegas ataukah Pemimpi yang Tega #PilkadaDKI2017,pimpin mimpi tega
635,negative,Anies-Sandi,"Lah, Ini Malah Ada Pelatihan OK-OCE Sabun Al-Maidah http://m.jpnn.com/news/lah-ini-malah-ada-pelatihan-ok-oce-sabun-al-maidah  #Pilka",samaalah latih ok oce sabun al samaaidah jpnn cosama news samaalah latih ok oce sabun al samaaidah pilka
636,negative,Anies-Sandi,Jangan kotori Lagi Balai Kota dengan Karangan Bunga http://obsessionnews.com @habiburokhman #AhokDjarot #Ahok #Anies #AniesSandi #MayDay2017,kotor balai kota karang bunga obsessionnews habiburokhman ahokdjarot ahok anies aniessandi
637,negative,Anies-Sandi,Bukan timses #AniesSandi,timses aniessandi
638,negative,Anies-Sandi,cara kampanye #Anies membuat Menteri agama mengeluarkan peraturan larangan kampanye di rumah ibadah. sdh jelas #AniesSandi menang karna SARA,kampanye anies menteri agama atur larang kampanye rumah ibadah aniessandi menang sara
639,negative,Anies-Sandi,"Haha #AniesSandi kuoata saya banyak pak, pakai #telkomsel emang situ beliin saya pulsa atau beliin saya kuota",haha aniessandi kuoata telkomsel belikan pulsa belikan kuota
640,negative,Anies-Sandi,"Perayaan kemenangan #AniesSandi, tidak pakai papan kembang, tapi pakai kambiang â€” merasa bersyukur di Abunawas... http://fb.me/89nIV8t2r",raya menang aniessandi papan kembang kambiang a syukur abunawas fb me
641,negative,Anies-Sandi,Surat kocak Untuk Anies ... #indoharian #aniessandi #gubernurpilihan #gagalmoveone #suratrakyat #AniesSandiGubernurKita #gubernurdki,surat kocak anies indoharian aniessandi gubernurpilihan gagalmoveone suratrakyat aniessandigubernurkita gubernurdki
642,negative,Anies-Sandi,"Bikin Macet, Warga Kelapa Gading Harap Proyek Tidak Mangkrak https://goo.gl/nlm8Xl  #AniesSandi #KelapaGading",macet warga kelapa gading harap proyek mangkrak goo gl aniessandi kelapagading
643,negative,Anies-Sandi,#Pesta #Kembang dan #Lemper #Ayam http://obsessionnews.com #Ahok #AhokDjarot #Anies #AniesSandi #AniesSandiGubernurKita #PilkadaDKI #Jakarta,pesta kembang lemper ayam obsessionnews ahok ahokdjarot anies aniessandi aniessandigubernurkita pilkadadki jakarta
644,negative,Anies-Sandi,Anies-Sandi Dinilai Loyo sehingga Berpotensi Dikangkangi Ormas Garis Keras http://bit.ly/2p3jbgb  #AniesSandi,anies sandi nilai loyo potensi kangkang ormas garis keras bit ly aniessandi
645,negative,Anies-Sandi,"Kalo cari suami tuh cari aja team keamanan #aniessandi.. Kotak aja djagain, apalagi kamu",cari suami tuh cari team aman aniessandi kotak djagain
646,negative,Anies-Sandi,Dua Program Ahok yang akan Dibatalkan Anies Anies-Sandi Ahok Djarot #GubernurJakarta #AniesSandi #Ahok,program ahok batal anies anies sandi ahok djarot gubernurjakarta aniessandi ahok
647,negative,Anies-Sandi,#Ahok Sang Pemimpin #Bajingan Tumbang di #PilkadaDK2017  http://obsessionnews.com #AyoPenjarakanAhok #AniesSandi #aniessandimenang,ahok pimpin bajing tumbang obsessionnews ayopenjarakanahok aniessandi aniessandimenang
648,negative,Anies-Sandi,#ILCMerajutJakartaKembali Semoga bikin damai.. #AhokForBali1 Ada apa yaa... Kecikampek aja brow ada rumah #dp0 kayak programnya #aniessandi,ilcmerajutjakartakembali moga damai kecikampek brow rumah program aniessandi
649,negative,Anies-Sandi,"walupun bukan orangJakarta, saya juga tidak pernah menyesal dan rugi dukung #AniesSandi Ayo kapan lagi bagi2 uang&sembako non pilkada??pret",walupun orangjakarta sesal rugi dukung aniessandi ayo uang sembako non pilkada pret
650,negative,Anies-Sandi,Trus menyalahkan #AniesSandi .... sebuah sikap tak paham aturan. Gubernur sekarang siapa? @basuki_btp,salah aniessandi buah sikap tak paham atur gubernur basuki btp
651,negative,Anies-Sandi,Program Anies-Sandi Dianggap Menyulitkan https://goo.gl/2ADg8E  #AniesSandi #KelapaGading,program anies sandi anggap sulit goo gl aniessandi kelapagading
652,negative,Anies-Sandi,Blunder sekali Pak @jokowi jika benar menteri dari PAN akan DITENDANG gara-gara dukung #AniesSandi & isu #AhokPenistaAgama masuk kabinet,blunder jokowi menteri tendang gara gara dukung aniessandi isu ahokpenistaagama kabinet
653,negative,Anies-Sandi,"Pendukung #AniesSandi Tim #ASBAK Siap Melakukan SEGALANYA.. ""MENEBAR FITNAH"" sana sini Demi kemenangan Anies..",dukung aniessandi tim asbak laku tebar fitnah menang anies
654,negative,Anies-Sandi,sedikit pun kami tidak pernah #AniesSandi menjanjikan rumah DP 0% itu berbentuk #Rusun yang kami tau rumah berbentuk horisontal #SaveDP0%,aniessandi janji rumah dp bentuk rusun rumah bentuk horisontal
655,negative,Anies-Sandi,Sistem Amankan APBD oleh Ahok yang sudah berjalan ini jangan dihilangkan ya #AniesSandi Karena PASTI ada sesuatu jka di utak utik,sistem aman apbd ahok jalan hilang aniessandi jka utak utik
656,negative,Anies-Sandi,Ini bukan janji #AniesSandi lho! Tapi janjinya mas @jokowi. Mohon kawal terus.,janji aniessandi lho janji jokowi kawal
657,negative,Anies-Sandi,#Anies #Baswedan Penganut #Islam #Radikal atau #Moderat? http://obsessionnews.com,anies baswedan anut islam radikal moderat obsessionnews
658,negative,Anies-Sandi,#aniessandi 1 periode saja.,aniessandi periode
659,negative,Anies-Sandi,@MarissaAnita kamu gunakan sebutan EKSTRIMIS kepada tim #AniesSandi itu persis sama dengan PENJAJAH BELANDA perang melawan mereka!,marissaanita ekstrimis tim aniessandi persis jajah belanda perang lawan
660,negative,Anies-Sandi,"Mungkin, situs http://fitnahlagi.com  masih perlu dipertahankan, selama #AniesSandi belum dilantik. Untuk counter hoax. Cc: @JktMajuBersama",situs fitnahlagi tahan aniessandi lantik counter hoax cc jktmajubersama
661,negative,Anies-Sandi,Kapan nih om @ruhutsitompul potong telinga #AniesSandiDKI1 #AniesSandi #islam @ILC_tvOnenews @aniesbaswedan,om ruhutsitompul potong telinga aniessandi islam ilc tvonenews aniesbaswedan
662,negative,Anies-Sandi,"#AniesSandi mampu beretorika sangat indah, DP0% TERNYATA BAYAR 6 BULAN PERTAMA DNG CICILAN LUMAYAN, DAN ITU RUMAH SUSUN,",aniessandi retorika indah nyata bayar cicil lumayan rumah susun
663,negative,Anies-Sandi,"Anies-Sandi Pimpin Ibu Kota, FPI akan Semakin Bertaring http://bit.ly/2p1mdBW  #PilkadaDKI #AniesSandi #FPI",anies sandi pimpin kota fpi taring bit ly pilkadadki aniessandi fpi
664,negative,Anies-Sandi,"Sudah Curang, Kalah, itulah kekalahan yang sangat menyakitkan, Tidak bermartabat dan memalukan #politiksembako #pilkadajakarta #AniesSandi",curang kalah kalah sakit martabat malu politiksembako pilkadajakarta aniessandi
665,negative,Anies-Sandi,"DP 0 persen ternyata beda dengan DP 0 rupiah, #AniesSandi #QEREN. lha bukannya sama2 0 ?lha 0 persen dari 350jt kan 0 rupiah ?atau beda ?",dp persen nyata beda dp rupiah aniessandi qeren persen rupiah beda
666,negative,Anies-Sandi,Hanya okee oce #okeoce solusi nya Cuma itu saja,okee oce okeoce solusi
667,negative,Anies-Sandi,Mendapat surga itu tidak semudah tinggal nyoblos #AniesSandi #justsaying,surga mudah tinggal nyoblos aniessandi justsaying
668,negative,Anies-Sandi,"Kadang lucu, milih #AniesSandi aja kagak tapi nagih minta rumah DP0% situ pada sehat dan waras??",lucu memilih aniessandi kagak nagih rumah sehat waras
669,negative,Anies-Sandi,Kasihan katanya anti reklamasi tapi kok diteruskan? Ayo dapat berapa uang bapak2 gub & wagub baru jkt? #aniessandi #bullshit #freak,kasihan anti reklamasi ayo uang gub wagub jakarta aniessandi bullshit freak
670,negative,Anies-Sandi,Saran untuk #AniesSandi merealisir Transportasi terintegrasi Tiket Rp.5000 seyogianya dibicarakan dengan @PT_TransJakarta & ORGANDA & MTI,saran aniessandi merealisir transportasi integrasi tiket rp yogia bicara pt transjakarta organda mati
671,negative,Anies-Sandi,Menyambut kemenangan #aniessandi bbrp Alumni212 mencukur rambut ramai2 sambil bersolawat Duhâ€¦,sambut menang aniessandi cukur rambut bersolawat duha
672,negative,Anies-Sandi,"yang penting janji2 rmh dp 0% n bantuan modal cepat cairkan. Kalo bohong, asset2 #AniesSandi hrs dijual untuk rakyat sesuai komitmen",rumah dp n bantu modal cepat cair bohong aniessandi jual rakyat sesuai komitmen
